node_id,true_label,Topic_Name,Paper_Title
1506,2,Genetic Algorithms,Genetic Algorithms Study (Node #1506)
1507,0,Theory,Theory Study (Node #1507)
1508,3,Neural Networks,Neural Networks Study (Node #1508)
1509,2,Genetic Algorithms,Genetic Algorithms Study (Node #1509)
1510,4,Probabilistic Methods,Probabilistic Methods Study (Node #1510)
1511,3,Neural Networks,Neural Networks Study (Node #1511)
1512,5,Case Based,Case Based Study (Node #1512)
1513,2,Genetic Algorithms,Genetic Algorithms Study (Node #1513)
1514,3,Neural Networks,Neural Networks Study (Node #1514)
1515,0,Theory,Theory Study (Node #1515)
1516,2,Genetic Algorithms,Genetic Algorithms Study (Node #1516)
1517,0,Theory,Theory Study (Node #1517)
1518,4,Probabilistic Methods,Probabilistic Methods Study (Node #1518)
1519,4,Probabilistic Methods,Probabilistic Methods Study (Node #1519)
1520,2,Genetic Algorithms,Genetic Algorithms Study (Node #1520)
1521,0,Theory,Theory Study (Node #1521)
1522,4,Probabilistic Methods,Probabilistic Methods Study (Node #1522)
1523,0,Theory,Theory Study (Node #1523)
1524,0,Theory,Theory Study (Node #1524)
1525,6,Rule Learning,Rule Learning Study (Node #1525)
1526,0,Theory,Theory Study (Node #1526)
1527,0,Theory,Theory Study (Node #1527)
1528,2,Genetic Algorithms,Genetic Algorithms Study (Node #1528)
1529,4,Probabilistic Methods,Probabilistic Methods Study (Node #1529)
1530,4,Probabilistic Methods,Probabilistic Methods Study (Node #1530)
1531,4,Probabilistic Methods,Probabilistic Methods Study (Node #1531)
1532,4,Probabilistic Methods,Probabilistic Methods Study (Node #1532)
1533,4,Probabilistic Methods,Probabilistic Methods Study (Node #1533)
1534,4,Probabilistic Methods,Probabilistic Methods Study (Node #1534)
1535,0,Theory,Theory Study (Node #1535)
1536,0,Theory,Theory Study (Node #1536)
1537,5,Case Based,Case Based Study (Node #1537)
1538,5,Case Based,Case Based Study (Node #1538)
1539,6,Rule Learning,Rule Learning Study (Node #1539)
1540,0,Theory,Theory Study (Node #1540)
1541,3,Neural Networks,Neural Networks Study (Node #1541)
1542,3,Neural Networks,Neural Networks Study (Node #1542)
1543,5,Case Based,Case Based Study (Node #1543)
1544,5,Case Based,Case Based Study (Node #1544)
1545,4,Probabilistic Methods,Probabilistic Methods Study (Node #1545)
1546,2,Genetic Algorithms,Genetic Algorithms Study (Node #1546)
1547,1,Reinforcement Learning,Reinforcement Learning Study (Node #1547)
1548,3,Neural Networks,Neural Networks Study (Node #1548)
1549,5,Case Based,Case Based Study (Node #1549)
1550,2,Genetic Algorithms,Genetic Algorithms Study (Node #1550)
1551,1,Reinforcement Learning,Reinforcement Learning Study (Node #1551)
1552,1,Reinforcement Learning,Reinforcement Learning Study (Node #1552)
1553,5,Case Based,Case Based Study (Node #1553)
1554,3,Neural Networks,Neural Networks Study (Node #1554)
1555,5,Case Based,Case Based Study (Node #1555)
1556,0,Theory,Theory Study (Node #1556)
1557,2,Genetic Algorithms,Genetic Algorithms Study (Node #1557)
1558,3,Neural Networks,Neural Networks Study (Node #1558)
1559,4,Probabilistic Methods,Probabilistic Methods Study (Node #1559)
1560,1,Reinforcement Learning,Reinforcement Learning Study (Node #1560)
1561,1,Reinforcement Learning,Reinforcement Learning Study (Node #1561)
1562,2,Genetic Algorithms,Genetic Algorithms Study (Node #1562)
1563,3,Neural Networks,Neural Networks Study (Node #1563)
1564,1,Reinforcement Learning,Reinforcement Learning Study (Node #1564)
1565,2,Genetic Algorithms,Genetic Algorithms Study (Node #1565)
1566,2,Genetic Algorithms,Genetic Algorithms Study (Node #1566)
1567,3,Neural Networks,Neural Networks Study (Node #1567)
1568,2,Genetic Algorithms,Genetic Algorithms Study (Node #1568)
1569,4,Probabilistic Methods,Probabilistic Methods Study (Node #1569)
1570,3,Neural Networks,Neural Networks Study (Node #1570)
1571,1,Reinforcement Learning,Reinforcement Learning Study (Node #1571)
1572,1,Reinforcement Learning,Reinforcement Learning Study (Node #1572)
1573,3,Neural Networks,Neural Networks Study (Node #1573)
1574,3,Neural Networks,Neural Networks Study (Node #1574)
1575,3,Neural Networks,Neural Networks Study (Node #1575)
1576,3,Neural Networks,Neural Networks Study (Node #1576)
1577,3,Neural Networks,Neural Networks Study (Node #1577)
1578,5,Case Based,Case Based Study (Node #1578)
1579,5,Case Based,Case Based Study (Node #1579)
1580,0,Theory,Theory Study (Node #1580)
1581,3,Neural Networks,Neural Networks Study (Node #1581)
1582,3,Neural Networks,Neural Networks Study (Node #1582)
1583,0,Theory,Theory Study (Node #1583)
1584,1,Reinforcement Learning,Reinforcement Learning Study (Node #1584)
1585,4,Probabilistic Methods,Probabilistic Methods Study (Node #1585)
1586,2,Genetic Algorithms,Genetic Algorithms Study (Node #1586)
1587,6,Rule Learning,Rule Learning Study (Node #1587)
1588,0,Theory,Theory Study (Node #1588)
1589,2,Genetic Algorithms,Genetic Algorithms Study (Node #1589)
1590,3,Neural Networks,Neural Networks Study (Node #1590)
1591,3,Neural Networks,Neural Networks Study (Node #1591)
1592,6,Rule Learning,Rule Learning Study (Node #1592)
1593,6,Rule Learning,Rule Learning Study (Node #1593)
1594,5,Case Based,Case Based Study (Node #1594)
1595,3,Neural Networks,Neural Networks Study (Node #1595)
1596,2,Genetic Algorithms,Genetic Algorithms Study (Node #1596)
1597,3,Neural Networks,Neural Networks Study (Node #1597)
1598,3,Neural Networks,Neural Networks Study (Node #1598)
1599,2,Genetic Algorithms,Genetic Algorithms Study (Node #1599)
1600,3,Neural Networks,Neural Networks Study (Node #1600)
1601,2,Genetic Algorithms,Genetic Algorithms Study (Node #1601)
1602,0,Theory,Theory Study (Node #1602)
1603,3,Neural Networks,Neural Networks Study (Node #1603)
1604,2,Genetic Algorithms,Genetic Algorithms Study (Node #1604)
1605,3,Neural Networks,Neural Networks Study (Node #1605)
1606,2,Genetic Algorithms,Genetic Algorithms Study (Node #1606)
1607,3,Neural Networks,Neural Networks Study (Node #1607)
1608,3,Neural Networks,Neural Networks Study (Node #1608)
1609,1,Reinforcement Learning,Reinforcement Learning Study (Node #1609)
1610,2,Genetic Algorithms,Genetic Algorithms Study (Node #1610)
1611,3,Neural Networks,Neural Networks Study (Node #1611)
1612,2,Genetic Algorithms,Genetic Algorithms Study (Node #1612)
1613,3,Neural Networks,Neural Networks Study (Node #1613)
1614,3,Neural Networks,Neural Networks Study (Node #1614)
1615,3,Neural Networks,Neural Networks Study (Node #1615)
1616,6,Rule Learning,Rule Learning Study (Node #1616)
1617,2,Genetic Algorithms,Genetic Algorithms Study (Node #1617)
1618,4,Probabilistic Methods,Probabilistic Methods Study (Node #1618)
1619,5,Case Based,Case Based Study (Node #1619)
1620,1,Reinforcement Learning,Reinforcement Learning Study (Node #1620)
1621,3,Neural Networks,Neural Networks Study (Node #1621)
1622,3,Neural Networks,Neural Networks Study (Node #1622)
1623,1,Reinforcement Learning,Reinforcement Learning Study (Node #1623)
1624,1,Reinforcement Learning,Reinforcement Learning Study (Node #1624)
1625,2,Genetic Algorithms,Genetic Algorithms Study (Node #1625)
1626,4,Probabilistic Methods,Probabilistic Methods Study (Node #1626)
1627,2,Genetic Algorithms,Genetic Algorithms Study (Node #1627)
1628,0,Theory,Theory Study (Node #1628)
1629,2,Genetic Algorithms,Genetic Algorithms Study (Node #1629)
1630,5,Case Based,Case Based Study (Node #1630)
1631,0,Theory,Theory Study (Node #1631)
1632,2,Genetic Algorithms,Genetic Algorithms Study (Node #1632)
1633,3,Neural Networks,Neural Networks Study (Node #1633)
1634,4,Probabilistic Methods,Probabilistic Methods Study (Node #1634)
1635,4,Probabilistic Methods,Probabilistic Methods Study (Node #1635)
1636,3,Neural Networks,Neural Networks Study (Node #1636)
1637,0,Theory,Theory Study (Node #1637)
1638,1,Reinforcement Learning,Reinforcement Learning Study (Node #1638)
1639,4,Probabilistic Methods,Probabilistic Methods Study (Node #1639)
1640,1,Reinforcement Learning,Reinforcement Learning Study (Node #1640)
1641,3,Neural Networks,Neural Networks Study (Node #1641)
1642,2,Genetic Algorithms,Genetic Algorithms Study (Node #1642)
1643,4,Probabilistic Methods,Probabilistic Methods Study (Node #1643)
1644,0,Theory,Theory Study (Node #1644)
1645,3,Neural Networks,Neural Networks Study (Node #1645)
1646,2,Genetic Algorithms,Genetic Algorithms Study (Node #1646)
1647,6,Rule Learning,Rule Learning Study (Node #1647)
1648,2,Genetic Algorithms,Genetic Algorithms Study (Node #1648)
1649,4,Probabilistic Methods,Probabilistic Methods Study (Node #1649)
1650,5,Case Based,Case Based Study (Node #1650)
1651,1,Reinforcement Learning,Reinforcement Learning Study (Node #1651)
1652,0,Theory,Theory Study (Node #1652)
1653,4,Probabilistic Methods,Probabilistic Methods Study (Node #1653)
1654,3,Neural Networks,Neural Networks Study (Node #1654)
1655,0,Theory,Theory Study (Node #1655)
1656,1,Reinforcement Learning,Reinforcement Learning Study (Node #1656)
1657,3,Neural Networks,Neural Networks Study (Node #1657)
1658,0,Theory,Theory Study (Node #1658)
1659,2,Genetic Algorithms,Genetic Algorithms Study (Node #1659)
1660,6,Rule Learning,Rule Learning Study (Node #1660)
1661,5,Case Based,Case Based Study (Node #1661)
1662,3,Neural Networks,Neural Networks Study (Node #1662)
1663,3,Neural Networks,Neural Networks Study (Node #1663)
1664,3,Neural Networks,Neural Networks Study (Node #1664)
1665,3,Neural Networks,Neural Networks Study (Node #1665)
1666,3,Neural Networks,Neural Networks Study (Node #1666)
1667,4,Probabilistic Methods,Probabilistic Methods Study (Node #1667)
1668,2,Genetic Algorithms,Genetic Algorithms Study (Node #1668)
1669,0,Theory,Theory Study (Node #1669)
1670,1,Reinforcement Learning,Reinforcement Learning Study (Node #1670)
1671,4,Probabilistic Methods,Probabilistic Methods Study (Node #1671)
1672,0,Theory,Theory Study (Node #1672)
1673,3,Neural Networks,Neural Networks Study (Node #1673)
1674,6,Rule Learning,Rule Learning Study (Node #1674)
1675,6,Rule Learning,Rule Learning Study (Node #1675)
1676,6,Rule Learning,Rule Learning Study (Node #1676)
1677,5,Case Based,Case Based Study (Node #1677)
1678,3,Neural Networks,Neural Networks Study (Node #1678)
1679,3,Neural Networks,Neural Networks Study (Node #1679)
1680,0,Theory,Theory Study (Node #1680)
1681,3,Neural Networks,Neural Networks Study (Node #1681)
1682,0,Theory,Theory Study (Node #1682)
1683,6,Rule Learning,Rule Learning Study (Node #1683)
1684,3,Neural Networks,Neural Networks Study (Node #1684)
1685,2,Genetic Algorithms,Genetic Algorithms Study (Node #1685)
1686,4,Probabilistic Methods,Probabilistic Methods Study (Node #1686)
1687,2,Genetic Algorithms,Genetic Algorithms Study (Node #1687)
1688,4,Probabilistic Methods,Probabilistic Methods Study (Node #1688)
1689,2,Genetic Algorithms,Genetic Algorithms Study (Node #1689)
1690,5,Case Based,Case Based Study (Node #1690)
1691,3,Neural Networks,Neural Networks Study (Node #1691)
1692,3,Neural Networks,Neural Networks Study (Node #1692)
1693,0,Theory,Theory Study (Node #1693)
1694,2,Genetic Algorithms,Genetic Algorithms Study (Node #1694)
1695,0,Theory,Theory Study (Node #1695)
1696,0,Theory,Theory Study (Node #1696)
1697,3,Neural Networks,Neural Networks Study (Node #1697)
1698,6,Rule Learning,Rule Learning Study (Node #1698)
1699,1,Reinforcement Learning,Reinforcement Learning Study (Node #1699)
1700,5,Case Based,Case Based Study (Node #1700)
1701,3,Neural Networks,Neural Networks Study (Node #1701)
1702,4,Probabilistic Methods,Probabilistic Methods Study (Node #1702)
1703,4,Probabilistic Methods,Probabilistic Methods Study (Node #1703)
1704,3,Neural Networks,Neural Networks Study (Node #1704)
1705,1,Reinforcement Learning,Reinforcement Learning Study (Node #1705)
1706,2,Genetic Algorithms,Genetic Algorithms Study (Node #1706)
1707,5,Case Based,Case Based Study (Node #1707)
1708,3,Neural Networks,Neural Networks Study (Node #1708)
1709,2,Genetic Algorithms,Genetic Algorithms Study (Node #1709)
1710,2,Genetic Algorithms,Genetic Algorithms Study (Node #1710)
1711,2,Genetic Algorithms,Genetic Algorithms Study (Node #1711)
1712,2,Genetic Algorithms,Genetic Algorithms Study (Node #1712)
1713,0,Theory,Theory Study (Node #1713)
1714,2,Genetic Algorithms,Genetic Algorithms Study (Node #1714)
1715,2,Genetic Algorithms,Genetic Algorithms Study (Node #1715)
1716,2,Genetic Algorithms,Genetic Algorithms Study (Node #1716)
1717,2,Genetic Algorithms,Genetic Algorithms Study (Node #1717)
1718,2,Genetic Algorithms,Genetic Algorithms Study (Node #1718)
1719,2,Genetic Algorithms,Genetic Algorithms Study (Node #1719)
1720,2,Genetic Algorithms,Genetic Algorithms Study (Node #1720)
1721,2,Genetic Algorithms,Genetic Algorithms Study (Node #1721)
1722,2,Genetic Algorithms,Genetic Algorithms Study (Node #1722)
1723,2,Genetic Algorithms,Genetic Algorithms Study (Node #1723)
1724,2,Genetic Algorithms,Genetic Algorithms Study (Node #1724)
1725,2,Genetic Algorithms,Genetic Algorithms Study (Node #1725)
1726,2,Genetic Algorithms,Genetic Algorithms Study (Node #1726)
1727,2,Genetic Algorithms,Genetic Algorithms Study (Node #1727)
1728,3,Neural Networks,Neural Networks Study (Node #1728)
1729,2,Genetic Algorithms,Genetic Algorithms Study (Node #1729)
1730,2,Genetic Algorithms,Genetic Algorithms Study (Node #1730)
1731,2,Genetic Algorithms,Genetic Algorithms Study (Node #1731)
1732,2,Genetic Algorithms,Genetic Algorithms Study (Node #1732)
1733,2,Genetic Algorithms,Genetic Algorithms Study (Node #1733)
1734,2,Genetic Algorithms,Genetic Algorithms Study (Node #1734)
1735,1,Reinforcement Learning,Reinforcement Learning Study (Node #1735)
1736,2,Genetic Algorithms,Genetic Algorithms Study (Node #1736)
1737,2,Genetic Algorithms,Genetic Algorithms Study (Node #1737)
1738,2,Genetic Algorithms,Genetic Algorithms Study (Node #1738)
1739,2,Genetic Algorithms,Genetic Algorithms Study (Node #1739)
1740,2,Genetic Algorithms,Genetic Algorithms Study (Node #1740)
1741,3,Neural Networks,Neural Networks Study (Node #1741)
1742,2,Genetic Algorithms,Genetic Algorithms Study (Node #1742)
1743,2,Genetic Algorithms,Genetic Algorithms Study (Node #1743)
1744,2,Genetic Algorithms,Genetic Algorithms Study (Node #1744)
1745,2,Genetic Algorithms,Genetic Algorithms Study (Node #1745)
1746,2,Genetic Algorithms,Genetic Algorithms Study (Node #1746)
1747,2,Genetic Algorithms,Genetic Algorithms Study (Node #1747)
1748,2,Genetic Algorithms,Genetic Algorithms Study (Node #1748)
1749,2,Genetic Algorithms,Genetic Algorithms Study (Node #1749)
1750,2,Genetic Algorithms,Genetic Algorithms Study (Node #1750)
1751,2,Genetic Algorithms,Genetic Algorithms Study (Node #1751)
1752,2,Genetic Algorithms,Genetic Algorithms Study (Node #1752)
1753,2,Genetic Algorithms,Genetic Algorithms Study (Node #1753)
1754,2,Genetic Algorithms,Genetic Algorithms Study (Node #1754)
1755,2,Genetic Algorithms,Genetic Algorithms Study (Node #1755)
1756,2,Genetic Algorithms,Genetic Algorithms Study (Node #1756)
1757,2,Genetic Algorithms,Genetic Algorithms Study (Node #1757)
1758,2,Genetic Algorithms,Genetic Algorithms Study (Node #1758)
1759,2,Genetic Algorithms,Genetic Algorithms Study (Node #1759)
1760,2,Genetic Algorithms,Genetic Algorithms Study (Node #1760)
1761,2,Genetic Algorithms,Genetic Algorithms Study (Node #1761)
1762,2,Genetic Algorithms,Genetic Algorithms Study (Node #1762)
1763,2,Genetic Algorithms,Genetic Algorithms Study (Node #1763)
1764,5,Case Based,Case Based Study (Node #1764)
1765,2,Genetic Algorithms,Genetic Algorithms Study (Node #1765)
1766,2,Genetic Algorithms,Genetic Algorithms Study (Node #1766)
1767,1,Reinforcement Learning,Reinforcement Learning Study (Node #1767)
1768,1,Reinforcement Learning,Reinforcement Learning Study (Node #1768)
1769,1,Reinforcement Learning,Reinforcement Learning Study (Node #1769)
1770,1,Reinforcement Learning,Reinforcement Learning Study (Node #1770)
1771,1,Reinforcement Learning,Reinforcement Learning Study (Node #1771)
1772,1,Reinforcement Learning,Reinforcement Learning Study (Node #1772)
1773,1,Reinforcement Learning,Reinforcement Learning Study (Node #1773)
1774,4,Probabilistic Methods,Probabilistic Methods Study (Node #1774)
1775,1,Reinforcement Learning,Reinforcement Learning Study (Node #1775)
1776,1,Reinforcement Learning,Reinforcement Learning Study (Node #1776)
1777,1,Reinforcement Learning,Reinforcement Learning Study (Node #1777)
1778,1,Reinforcement Learning,Reinforcement Learning Study (Node #1778)
1779,1,Reinforcement Learning,Reinforcement Learning Study (Node #1779)
1780,1,Reinforcement Learning,Reinforcement Learning Study (Node #1780)
1781,1,Reinforcement Learning,Reinforcement Learning Study (Node #1781)
1782,1,Reinforcement Learning,Reinforcement Learning Study (Node #1782)
1783,1,Reinforcement Learning,Reinforcement Learning Study (Node #1783)
1784,1,Reinforcement Learning,Reinforcement Learning Study (Node #1784)
1785,4,Probabilistic Methods,Probabilistic Methods Study (Node #1785)
1786,1,Reinforcement Learning,Reinforcement Learning Study (Node #1786)
1787,1,Reinforcement Learning,Reinforcement Learning Study (Node #1787)
1788,1,Reinforcement Learning,Reinforcement Learning Study (Node #1788)
1789,1,Reinforcement Learning,Reinforcement Learning Study (Node #1789)
1790,1,Reinforcement Learning,Reinforcement Learning Study (Node #1790)
1791,1,Reinforcement Learning,Reinforcement Learning Study (Node #1791)
1792,3,Neural Networks,Neural Networks Study (Node #1792)
1793,4,Probabilistic Methods,Probabilistic Methods Study (Node #1793)
1794,4,Probabilistic Methods,Probabilistic Methods Study (Node #1794)
1795,4,Probabilistic Methods,Probabilistic Methods Study (Node #1795)
1796,4,Probabilistic Methods,Probabilistic Methods Study (Node #1796)
1797,1,Reinforcement Learning,Reinforcement Learning Study (Node #1797)
1798,1,Reinforcement Learning,Reinforcement Learning Study (Node #1798)
1799,3,Neural Networks,Neural Networks Study (Node #1799)
1800,1,Reinforcement Learning,Reinforcement Learning Study (Node #1800)
1801,0,Theory,Theory Study (Node #1801)
1802,3,Neural Networks,Neural Networks Study (Node #1802)
1803,0,Theory,Theory Study (Node #1803)
1804,2,Genetic Algorithms,Genetic Algorithms Study (Node #1804)
1805,1,Reinforcement Learning,Reinforcement Learning Study (Node #1805)
1806,3,Neural Networks,Neural Networks Study (Node #1806)
1807,3,Neural Networks,Neural Networks Study (Node #1807)
1808,3,Neural Networks,Neural Networks Study (Node #1808)
1809,3,Neural Networks,Neural Networks Study (Node #1809)
1810,3,Neural Networks,Neural Networks Study (Node #1810)
1811,3,Neural Networks,Neural Networks Study (Node #1811)
1812,3,Neural Networks,Neural Networks Study (Node #1812)
1813,3,Neural Networks,Neural Networks Study (Node #1813)
1814,3,Neural Networks,Neural Networks Study (Node #1814)
1815,3,Neural Networks,Neural Networks Study (Node #1815)
1816,3,Neural Networks,Neural Networks Study (Node #1816)
1817,3,Neural Networks,Neural Networks Study (Node #1817)
1818,3,Neural Networks,Neural Networks Study (Node #1818)
1819,3,Neural Networks,Neural Networks Study (Node #1819)
1820,3,Neural Networks,Neural Networks Study (Node #1820)
1821,3,Neural Networks,Neural Networks Study (Node #1821)
1822,3,Neural Networks,Neural Networks Study (Node #1822)
1823,3,Neural Networks,Neural Networks Study (Node #1823)
1824,5,Case Based,Case Based Study (Node #1824)
1825,5,Case Based,Case Based Study (Node #1825)
1826,5,Case Based,Case Based Study (Node #1826)
1827,5,Case Based,Case Based Study (Node #1827)
1828,5,Case Based,Case Based Study (Node #1828)
1829,5,Case Based,Case Based Study (Node #1829)
1830,2,Genetic Algorithms,Genetic Algorithms Study (Node #1830)
1831,2,Genetic Algorithms,Genetic Algorithms Study (Node #1831)
1832,2,Genetic Algorithms,Genetic Algorithms Study (Node #1832)
1833,2,Genetic Algorithms,Genetic Algorithms Study (Node #1833)
1834,1,Reinforcement Learning,Reinforcement Learning Study (Node #1834)
1835,6,Rule Learning,Rule Learning Study (Node #1835)
1836,6,Rule Learning,Rule Learning Study (Node #1836)
1837,3,Neural Networks,Neural Networks Study (Node #1837)
1838,0,Theory,Theory Study (Node #1838)
1839,0,Theory,Theory Study (Node #1839)
1840,5,Case Based,Case Based Study (Node #1840)
1841,0,Theory,Theory Study (Node #1841)
1842,5,Case Based,Case Based Study (Node #1842)
1843,0,Theory,Theory Study (Node #1843)
1844,3,Neural Networks,Neural Networks Study (Node #1844)
1845,5,Case Based,Case Based Study (Node #1845)
1846,3,Neural Networks,Neural Networks Study (Node #1846)
1847,0,Theory,Theory Study (Node #1847)
1848,0,Theory,Theory Study (Node #1848)
1849,6,Rule Learning,Rule Learning Study (Node #1849)
1850,0,Theory,Theory Study (Node #1850)
1851,6,Rule Learning,Rule Learning Study (Node #1851)
1852,3,Neural Networks,Neural Networks Study (Node #1852)
1853,3,Neural Networks,Neural Networks Study (Node #1853)
1854,1,Reinforcement Learning,Reinforcement Learning Study (Node #1854)
1855,3,Neural Networks,Neural Networks Study (Node #1855)
1856,1,Reinforcement Learning,Reinforcement Learning Study (Node #1856)
1857,3,Neural Networks,Neural Networks Study (Node #1857)
1858,3,Neural Networks,Neural Networks Study (Node #1858)
1859,3,Neural Networks,Neural Networks Study (Node #1859)
1860,3,Neural Networks,Neural Networks Study (Node #1860)
1861,3,Neural Networks,Neural Networks Study (Node #1861)
1862,3,Neural Networks,Neural Networks Study (Node #1862)
1863,3,Neural Networks,Neural Networks Study (Node #1863)
1864,3,Neural Networks,Neural Networks Study (Node #1864)
1865,3,Neural Networks,Neural Networks Study (Node #1865)
1866,3,Neural Networks,Neural Networks Study (Node #1866)
1867,3,Neural Networks,Neural Networks Study (Node #1867)
1868,3,Neural Networks,Neural Networks Study (Node #1868)
1869,3,Neural Networks,Neural Networks Study (Node #1869)
1870,3,Neural Networks,Neural Networks Study (Node #1870)
1871,3,Neural Networks,Neural Networks Study (Node #1871)
1872,3,Neural Networks,Neural Networks Study (Node #1872)
1873,3,Neural Networks,Neural Networks Study (Node #1873)
1874,3,Neural Networks,Neural Networks Study (Node #1874)
1875,3,Neural Networks,Neural Networks Study (Node #1875)
1876,3,Neural Networks,Neural Networks Study (Node #1876)
1877,3,Neural Networks,Neural Networks Study (Node #1877)
1878,5,Case Based,Case Based Study (Node #1878)
1879,5,Case Based,Case Based Study (Node #1879)
1880,5,Case Based,Case Based Study (Node #1880)
1881,5,Case Based,Case Based Study (Node #1881)
1882,5,Case Based,Case Based Study (Node #1882)
1883,5,Case Based,Case Based Study (Node #1883)
1884,5,Case Based,Case Based Study (Node #1884)
1885,5,Case Based,Case Based Study (Node #1885)
1886,2,Genetic Algorithms,Genetic Algorithms Study (Node #1886)
1887,2,Genetic Algorithms,Genetic Algorithms Study (Node #1887)
1888,2,Genetic Algorithms,Genetic Algorithms Study (Node #1888)
1889,4,Probabilistic Methods,Probabilistic Methods Study (Node #1889)
1890,4,Probabilistic Methods,Probabilistic Methods Study (Node #1890)
1891,4,Probabilistic Methods,Probabilistic Methods Study (Node #1891)
1892,0,Theory,Theory Study (Node #1892)
1893,3,Neural Networks,Neural Networks Study (Node #1893)
1894,3,Neural Networks,Neural Networks Study (Node #1894)
1895,2,Genetic Algorithms,Genetic Algorithms Study (Node #1895)
1896,5,Case Based,Case Based Study (Node #1896)
1897,5,Case Based,Case Based Study (Node #1897)
1898,5,Case Based,Case Based Study (Node #1898)
1899,5,Case Based,Case Based Study (Node #1899)
1900,6,Rule Learning,Rule Learning Study (Node #1900)
1901,5,Case Based,Case Based Study (Node #1901)
1902,5,Case Based,Case Based Study (Node #1902)
1903,5,Case Based,Case Based Study (Node #1903)
1904,5,Case Based,Case Based Study (Node #1904)
1905,0,Theory,Theory Study (Node #1905)
1906,4,Probabilistic Methods,Probabilistic Methods Study (Node #1906)
1907,4,Probabilistic Methods,Probabilistic Methods Study (Node #1907)
1908,4,Probabilistic Methods,Probabilistic Methods Study (Node #1908)
1909,0,Theory,Theory Study (Node #1909)
1910,0,Theory,Theory Study (Node #1910)
1911,5,Case Based,Case Based Study (Node #1911)
1912,0,Theory,Theory Study (Node #1912)
1913,0,Theory,Theory Study (Node #1913)
1914,6,Rule Learning,Rule Learning Study (Node #1914)
1915,6,Rule Learning,Rule Learning Study (Node #1915)
1916,6,Rule Learning,Rule Learning Study (Node #1916)
1917,6,Rule Learning,Rule Learning Study (Node #1917)
1918,6,Rule Learning,Rule Learning Study (Node #1918)
1919,6,Rule Learning,Rule Learning Study (Node #1919)
1920,0,Theory,Theory Study (Node #1920)
1921,0,Theory,Theory Study (Node #1921)
1922,0,Theory,Theory Study (Node #1922)
1923,0,Theory,Theory Study (Node #1923)
1924,3,Neural Networks,Neural Networks Study (Node #1924)
1925,0,Theory,Theory Study (Node #1925)
1926,0,Theory,Theory Study (Node #1926)
1927,0,Theory,Theory Study (Node #1927)
1928,3,Neural Networks,Neural Networks Study (Node #1928)
1929,3,Neural Networks,Neural Networks Study (Node #1929)
1930,0,Theory,Theory Study (Node #1930)
1931,3,Neural Networks,Neural Networks Study (Node #1931)
1932,3,Neural Networks,Neural Networks Study (Node #1932)
1933,3,Neural Networks,Neural Networks Study (Node #1933)
1934,3,Neural Networks,Neural Networks Study (Node #1934)
1935,3,Neural Networks,Neural Networks Study (Node #1935)
1936,3,Neural Networks,Neural Networks Study (Node #1936)
1937,3,Neural Networks,Neural Networks Study (Node #1937)
1938,3,Neural Networks,Neural Networks Study (Node #1938)
1939,3,Neural Networks,Neural Networks Study (Node #1939)
1940,3,Neural Networks,Neural Networks Study (Node #1940)
1941,3,Neural Networks,Neural Networks Study (Node #1941)
1942,3,Neural Networks,Neural Networks Study (Node #1942)
1943,3,Neural Networks,Neural Networks Study (Node #1943)
1944,3,Neural Networks,Neural Networks Study (Node #1944)
1945,3,Neural Networks,Neural Networks Study (Node #1945)
1946,3,Neural Networks,Neural Networks Study (Node #1946)
1947,3,Neural Networks,Neural Networks Study (Node #1947)
1948,3,Neural Networks,Neural Networks Study (Node #1948)
1949,3,Neural Networks,Neural Networks Study (Node #1949)
1950,3,Neural Networks,Neural Networks Study (Node #1950)
1951,3,Neural Networks,Neural Networks Study (Node #1951)
1952,3,Neural Networks,Neural Networks Study (Node #1952)
1953,5,Case Based,Case Based Study (Node #1953)
1954,5,Case Based,Case Based Study (Node #1954)
1955,5,Case Based,Case Based Study (Node #1955)
1956,5,Case Based,Case Based Study (Node #1956)
1957,3,Neural Networks,Neural Networks Study (Node #1957)
1958,5,Case Based,Case Based Study (Node #1958)
1959,5,Case Based,Case Based Study (Node #1959)
1960,5,Case Based,Case Based Study (Node #1960)
1961,5,Case Based,Case Based Study (Node #1961)
1962,5,Case Based,Case Based Study (Node #1962)
1963,5,Case Based,Case Based Study (Node #1963)
1964,4,Probabilistic Methods,Probabilistic Methods Study (Node #1964)
1965,4,Probabilistic Methods,Probabilistic Methods Study (Node #1965)
1966,4,Probabilistic Methods,Probabilistic Methods Study (Node #1966)
1967,4,Probabilistic Methods,Probabilistic Methods Study (Node #1967)
1968,4,Probabilistic Methods,Probabilistic Methods Study (Node #1968)
1969,4,Probabilistic Methods,Probabilistic Methods Study (Node #1969)
1970,4,Probabilistic Methods,Probabilistic Methods Study (Node #1970)
1971,4,Probabilistic Methods,Probabilistic Methods Study (Node #1971)
1972,6,Rule Learning,Rule Learning Study (Node #1972)
1973,6,Rule Learning,Rule Learning Study (Node #1973)
1974,5,Case Based,Case Based Study (Node #1974)
1975,6,Rule Learning,Rule Learning Study (Node #1975)
1976,6,Rule Learning,Rule Learning Study (Node #1976)
1977,3,Neural Networks,Neural Networks Study (Node #1977)
1978,5,Case Based,Case Based Study (Node #1978)
1979,5,Case Based,Case Based Study (Node #1979)
1980,5,Case Based,Case Based Study (Node #1980)
1981,0,Theory,Theory Study (Node #1981)
1982,5,Case Based,Case Based Study (Node #1982)
